,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
2006,(vertigo) Paroymsal  Positional Vertigo,ማስታወክ,ራስ ምታት,ማቅለሽለሽ,የሚሽከረከር_እንቅስቃሴዎች
2007,(vertigo) Paroymsal  Positional Vertigo,ማስታወክ,ራስ ምታት,ማቅለሽለሽ,የሚሽከረከር_እንቅስቃሴዎች
2008,(vertigo) Paroymsal  Positional Vertigo,ማስታወክ,ራስ ምታት,ማቅለሽለሽ,የሚሽከረከር_እንቅስቃሴዎች
2009,(vertigo) Paroymsal  Positional Vertigo,ማስታወክ,ራስ ምታት,ማቅለሽለሽ,ሚዛን_ማጣት
2010,ብጉር,የቆዳ_ሽፍታ,መግል_የተሞላ_ብጉር,ጥቁር ነጠብጣቦች,የሚንቀጠቀጡ
2011,ብጉር,የቆዳ_ሽፍታ,መግል_የተሞላ_ብጉር,ጥቁር ነጠብጣቦች,የሚንቀጠቀጡ
2012,ብጉር,መግል_የተሞላ_ብጉር,ጥቁር ነጠብጣቦች,የሚንቀጠቀጡ,
2013,ብጉር,የቆዳ_ሽፍታ,ጥቁር ነጠብጣቦች,የሚንቀጠቀጡ,
2014,ብጉር,የቆዳ_ሽፍታ,መግል_የተሞላ_ብጉር,የሚንቀጠቀጡ,
2015,ብጉር,የቆዳ_ሽፍታ,መግል_የተሞላ_ብጉር,ጥቁር ነጠብጣቦች,
2016,ብጉር,የቆዳ_ሽፍታ,መግል_የተሞላ_ብጉር,ጥቁር ነጠብጣቦች,የሚንቀጠቀጡ
2017,ብጉር,የቆዳ_ሽፍታ,መግል_የተሞላ_ብጉር,ጥቁር ነጠብጣቦች,
2018,ብጉር,የቆዳ_ሽፍታ,መግል_የተሞላ_ብጉር,የሚንቀጠቀጡ,
2019,ብጉር,የቆዳ_ሽፍታ,ጥቁር ነጠብጣቦች,የሚንቀጠቀጡ,
2020,የሽንት ቧንቧ ኢንፌክሽን,ሚኪቱሪሽን ማቃጠል,የፊኛ ምቾት ማጣት,የሽንት መጥፎ ሽታ,የማያቋርጥ_የሽንት_ስሜት
2021,የሽንት ቧንቧ ኢንፌክሽን,ሚኪቱሪሽን ማቃጠል,የፊኛ ምቾት ማጣት,የሽንት መጥፎ ሽታ,የማያቋርጥ_የሽንት_ስሜት
2022,የሽንት ቧንቧ ኢንፌክሽን,የፊኛ ምቾት ማጣት,የሽንት መጥፎ ሽታ,የማያቋርጥ_የሽንት_ስሜት,
2023,የሽንት ቧንቧ ኢንፌክሽን,ሚኪቱሪሽን ማቃጠል,የሽንት መጥፎ ሽታ,የማያቋርጥ_የሽንት_ስሜት,
2024,የሽንት ቧንቧ ኢንፌክሽን,ሚኪቱሪሽን ማቃጠል,የፊኛ ምቾት ማጣት,የማያቋርጥ_የሽንት_ስሜት,
2025,የሽንት ቧንቧ ኢንፌክሽን,ሚኪቱሪሽን ማቃጠል,የፊኛ ምቾት ማጣት,የሽንት መጥፎ ሽታ,
2026,የሽንት ቧንቧ ኢንፌክሽን,ሚኪቱሪሽን ማቃጠል,የፊኛ ምቾት ማጣት,የሽንት መጥፎ ሽታ,የማያቋርጥ_የሽንት_ስሜት
2027,የሽንት ቧንቧ ኢንፌክሽን,ሚኪቱሪሽን ማቃጠል,የፊኛ ምቾት ማጣት,የማያቋርጥ_የሽንት_ስሜት,
2028,የሽንት ቧንቧ ኢንፌክሽን,የፊኛ ምቾት ማጣት,የሽንት መጥፎ ሽታ,የማያቋርጥ_የሽንት_ስሜት,
2029,የሽንት ቧንቧ ኢንፌክሽን,ሚኪቱሪሽን ማቃጠል,የፊኛ ምቾት ማጣት,የማያቋርጥ_የሽንት_ስሜት,
2030,Psoriasis,የቆዳ_ሽፍታ,የመገጣጠሚያ_ህመም,የቆዳ_መፋቅ,ብር_የሚመስል_አቧራ
2031,Psoriasis,የቆዳ_ሽፍታ,የመገጣጠሚያ_ህመም,የቆዳ_መፋቅ,ብር_የሚመስል_አቧራ
2032,Psoriasis,የመገጣጠሚያ_ህመም,የቆዳ_መፋቅ,ብር_የሚመስል_አቧራ,በምስማር_ውስጥ_ትንንሽ_ጥርሶች
2033,Psoriasis,የቆዳ_ሽፍታ,የቆዳ_መፋቅ,ብር_የሚመስል_አቧራ,በምስማር_ውስጥ_ትንንሽ_ጥርሶች
2034,Psoriasis,የቆዳ_ሽፍታ,የመገጣጠሚያ_ህመም,ብር_የሚመስል_አቧራ,በምስማር_ውስጥ_ትንንሽ_ጥርሶች
2035,Psoriasis,የቆዳ_ሽፍታ,የመገጣጠሚያ_ህመም,የቆዳ_መፋቅ,በምስማር_ውስጥ_ትንንሽ_ጥርሶች
2036,Psoriasis,የቆዳ_ሽፍታ,የመገጣጠሚያ_ህመም,የቆዳ_መፋቅ,ብር_የሚመስል_አቧራ
2037,Psoriasis,የቆዳ_ሽፍታ,የመገጣጠሚያ_ህመም,የቆዳ_መፋቅ,ብር_የሚመስል_አቧራ
2038,Psoriasis,የቆዳ_ሽፍታ,የመገጣጠሚያ_ህመም,የቆዳ_መፋቅ,ብር_የሚመስል_አቧራ
2039,Psoriasis,የቆዳ_ሽፍታ,የመገጣጠሚያ_ህመም,የቆዳ_መፋቅ,ብር_የሚመስል_አቧራ
2040,ኢምፔቲጎ,የቆዳ_ሽፍታ,ከፍተኛ_ትኩሳት,አረፋ,በአፍንጫ_ዙሪያ_ቀይ_ቁስል
2041,ኢምፔቲጎ,የቆዳ_ሽፍታ,ከፍተኛ_ትኩሳት,አረፋ,በአፍንጫ_ዙሪያ_ቀይ_ቁስል
2042,ኢምፔቲጎ,ከፍተኛ_ትኩሳት,አረፋ,በአፍንጫ_ዙሪያ_ቀይ_ቁስል,ቢጫ_ቅርፊት_አዝ
2043,ኢምፔቲጎ,የቆዳ_ሽፍታ,አረፋ,በአፍንጫ_ዙሪያ_ቀይ_ቁስል,ቢጫ_ቅርፊት_አዝ
2044,ኢምፔቲጎ,የቆዳ_ሽፍታ,አረፋ,በአፍንጫ_ዙሪያ_ቀይ_ቁስል,ቢጫ_ቅርፊት_አዝ
2045,ኢምፔቲጎ,የቆዳ_ሽፍታ,ከፍተኛ_ትኩሳት,በአፍንጫ_ዙሪያ_ቀይ_ቁስል,ቢጫ_ቅርፊት_አዝ
2046,ኢምፔቲጎ,የቆዳ_ሽፍታ,ከፍተኛ_ትኩሳት,አረፋ,ቢጫ_ቅርፊት_አዝ
2047,ኢምፔቲጎ,የቆዳ_ሽፍታ,ከፍተኛ_ትኩሳት,አረፋ,በአፍንጫ_ዙሪያ_ቀይ_ቁስል
2048,ኢምፔቲጎ,የቆዳ_ሽፍታ,ከፍተኛ_ትኩሳት,አረፋ,በአፍንጫ_ዙሪያ_ቀይ_ቁስል
2049,ኢምፔቲጎ,የቆዳ_ሽፍታ,አረፋ,በአፍንጫ_ዙሪያ_ቀይ_ቁስል,ቢጫ_ቅርፊት_አዝ
2050,የፈንገስ ኢንፌክሽን,እከክ,የቆዳ_ሽፍታ,ኖዳል_ቆዳ_ፍንዳታዎች,dischromic _patches
2051,የፈንገስ ኢንፌክሽን,የቆዳ_ሽፍታ,ኖዳል_ቆዳ_ፍንዳታዎች,dischromic _patches,
2052,የፈንገስ ኢንፌክሽን,እከክ,ኖዳል_ቆዳ_ፍንዳታዎች,dischromic _patches,
2053,የፈንገስ ኢንፌክሽን,እከክ,የቆዳ_ሽፍታ,dischromic _patches,
2054,የፈንገስ ኢንፌክሽን,እከክ,የቆዳ_ሽፍታ,ኖዳል_ቆዳ_ፍንዳታዎች,
2055,የፈንገስ ኢንፌክሽን,የቆዳ_ሽፍታ,ኖዳል_ቆዳ_ፍንዳታዎች,dischromic _patches,
2056,የፈንገስ ኢንፌክሽን,እከክ,ኖዳል_ቆዳ_ፍንዳታዎች,dischromic _patches,
2057,የፈንገስ ኢንፌክሽን,እከክ,የቆዳ_ሽፍታ,dischromic _patches,
2058,የፈንገስ ኢንፌክሽን,እከክ,የቆዳ_ሽፍታ,ኖዳል_ቆዳ_ፍንዳታዎች,
2059,የፈንገስ ኢንፌክሽን,እከክ,የቆዳ_ሽፍታ,ኖዳል_ቆዳ_ፍንዳታዎች,dischromic _patches
2060,አለርጂ,የማያቋርጥ_ማስነጠስ,መንቀጥቀጥ,ብርድ ብርድ ማለት,ከዓይን_ማጠጣት
2061,አለርጂ,መንቀጥቀጥ,ብርድ ብርድ ማለት,ከዓይን_ማጠጣት,
2062,አለርጂ,የማያቋርጥ_ማስነጠስ,ብርድ ብርድ ማለት,ከዓይን_ማጠጣት,
2063,አለርጂ,የማያቋርጥ_ማስነጠስ,መንቀጥቀጥ,ከዓይን_ማጠጣት,
2064,አለርጂ,የማያቋርጥ_ማስነጠስ,መንቀጥቀጥ,ብርድ ብርድ ማለት,
2065,አለርጂ,መንቀጥቀጥ,ብርድ ብርድ ማለት,ከዓይን_ማጠጣት,
2066,አለርጂ,የማያቋርጥ_ማስነጠስ,ብርድ ብርድ ማለት,ከዓይን_ማጠጣት,
2067,አለርጂ,የማያቋርጥ_ማስነጠስ,መንቀጥቀጥ,ከዓይን_ማጠጣት,
2068,አለርጂ,የማያቋርጥ_ማስነጠስ,መንቀጥቀጥ,ብርድ ብርድ ማለት,
2069,አለርጂ,የማያቋርጥ_ማስነጠስ,መንቀጥቀጥ,ብርድ ብርድ ማለት,ከዓይን_ማጠጣት
2070,GERD,የሆድ_ህመም,አሲድነት,በምላስ_ላይ_ቁስል,ማስታወክ
2071,GERD,የሆድ_ህመም,በምላስ_ላይ_ቁስል,ማስታወክ,ሳል
2072,GERD,የሆድ_ህመም,አሲድነት,ማስታወክ,ሳል
2073,GERD,የሆድ_ህመም,አሲድነት,በምላስ_ላይ_ቁስል,ሳል
2074,GERD,የሆድ_ህመም,አሲድነት,በምላስ_ላይ_ቁስል,ማስታወክ
2075,GERD,የሆድ_ህመም,አሲድነት,በምላስ_ላይ_ቁስል,ማስታወክ
2076,GERD,አሲድነት,በምላስ_ላይ_ቁስል,ማስታወክ,ሳል
2077,GERD,የሆድ_ህመም,በምላስ_ላይ_ቁስል,ማስታወክ,ሳል
2078,GERD,የሆድ_ህመም,አሲድነት,ማስታወክ,ሳል
2079,GERD,የሆድ_ህመም,አሲድነት,በምላስ_ላይ_ቁስል,ሳል
2080,ሥር የሰደደ ኮሌስትሮል,እከክ,ማስታወክ,ቢጫ_ቆዳ,ማቅለሽለሽ
2081,ሥር የሰደደ ኮሌስትሮል,ማስታወክ,ቢጫ_ቆዳ,ማቅለሽለሽ,የምግብ ፍላጎት_ማጣት
2082,ሥር የሰደደ ኮሌስትሮል,እከክ,ቢጫ_ቆዳ,ማቅለሽለሽ,የምግብ ፍላጎት_ማጣት
2083,ሥር የሰደደ ኮሌስትሮል,እከክ,ማስታወክ,ማቅለሽለሽ,የምግብ ፍላጎት_ማጣት
2084,ሥር የሰደደ ኮሌስትሮል,እከክ,ማስታወክ,ቢጫ_ቆዳ,የምግብ ፍላጎት_ማጣት
2085,ሥር የሰደደ ኮሌስትሮል,እከክ,ማስታወክ,ቢጫ_ቆዳ,ማቅለሽለሽ
2086,ሥር የሰደደ ኮሌስትሮል,እከክ,ማስታወክ,ቢጫ_ቆዳ,ማቅለሽለሽ
2087,ሥር የሰደደ ኮሌስትሮል,እከክ,ማስታወክ,ቢጫ_ቆዳ,ማቅለሽለሽ
2088,ሥር የሰደደ ኮሌስትሮል,እከክ,ማስታወክ,ቢጫ_ቆዳ,ማቅለሽለሽ
2089,ሥር የሰደደ ኮሌስትሮል,እከክ,ማስታወክ,ቢጫ_ቆዳ,ማቅለሽለሽ
2090,የመድሃኒት ምላሽ,እከክ,የቆዳ_ሽፍታ,የሆድ_ህመም,ሚኪቱሪሽን ማቃጠል
2091,የመድሃኒት ምላሽ,እከክ,የሆድ_ህመም,ሚኪቱሪሽን ማቃጠል,ነጠብጣብ_ሽንት
2092,የመድሃኒት ምላሽ,እከክ,የቆዳ_ሽፍታ,ሚኪቱሪሽን ማቃጠል,ነጠብጣብ_ሽንት
2093,የመድሃኒት ምላሽ,እከክ,የቆዳ_ሽፍታ,የሆድ_ህመም,ነጠብጣብ_ሽንት
2094,የመድሃኒት ምላሽ,እከክ,የቆዳ_ሽፍታ,የሆድ_ህመም,ሚኪቱሪሽን ማቃጠል
2095,የመድሃኒት ምላሽ,የቆዳ_ሽፍታ,የሆድ_ህመም,ሚኪቱሪሽን ማቃጠል,ነጠብጣብ_ሽንት
2096,የመድሃኒት ምላሽ,እከክ,የሆድ_ህመም,ሚኪቱሪሽን ማቃጠል,ነጠብጣብ_ሽንት
2097,የመድሃኒት ምላሽ,እከክ,የቆዳ_ሽፍታ,ሚኪቱሪሽን ማቃጠል,ነጠብጣብ_ሽንት
2098,የመድሃኒት ምላሽ,እከክ,የቆዳ_ሽፍታ,የሆድ_ህመም,ነጠብጣብ_ሽንት
2099,የመድሃኒት ምላሽ,እከክ,የቆዳ_ሽፍታ,የሆድ_ህመም,ሚኪቱሪሽን ማቃጠል
2100,የፔፕቲክ ቁስለት በሽታ,ማስታወክ,የምግብ ፍላጎት_ማጣት,የሆድ_ህመም,የጋዞች_መተላለፊያ
2101,የፔፕቲክ ቁስለት በሽታ,ማስታወክ,የምግብ አለመፈጨት ችግር,የሆድ_ህመም,የጋዞች_መተላለፊያ
2102,የፔፕቲክ ቁስለት በሽታ,የምግብ አለመፈጨት ችግር,የምግብ ፍላጎት_ማጣት,የሆድ_ህመም,የጋዞች_መተላለፊያ
2103,የፔፕቲክ ቁስለት በሽታ,ማስታወክ,የምግብ ፍላጎት_ማጣት,የሆድ_ህመም,የጋዞች_መተላለፊያ
2104,የፔፕቲክ ቁስለት በሽታ,ማስታወክ,የምግብ አለመፈጨት ችግር,የሆድ_ህመም,የጋዞች_መተላለፊያ
2105,የፔፕቲክ ቁስለት በሽታ,ማስታወክ,የምግብ አለመፈጨት ችግር,የምግብ ፍላጎት_ማጣት,የጋዞች_መተላለፊያ
2106,የፔፕቲክ ቁስለት በሽታ,ማስታወክ,የምግብ አለመፈጨት ችግር,የምግብ ፍላጎት_ማጣት,የሆድ_ህመም
2107,የፔፕቲክ ቁስለት በሽታ,ማስታወክ,የምግብ አለመፈጨት ችግር,የምግብ ፍላጎት_ማጣት,የሆድ_ህመም
2108,የፔፕቲክ ቁስለት በሽታ,ማስታወክ,የምግብ አለመፈጨት ችግር,የምግብ ፍላጎት_ማጣት,የሆድ_ህመም
2109,የፔፕቲክ ቁስለት በሽታ,ማስታወክ,የምግብ አለመፈጨት ችግር,የምግብ ፍላጎት_ማጣት,የሆድ_ህመም
2110,AIDS,ጡንቻ_ማባከን,በጉሮሮ ውስጥ_ጥፍሮች,ከፍተኛ_ትኩሳት,ከጋብቻ ውጪ ያሉ እውቂያዎች
2111,AIDS,በጉሮሮ ውስጥ_ጥፍሮች,ከፍተኛ_ትኩሳት,ከጋብቻ ውጪ ያሉ እውቂያዎች,
2112,AIDS,ጡንቻ_ማባከን,ከፍተኛ_ትኩሳት,ከጋብቻ ውጪ ያሉ እውቂያዎች,
2113,AIDS,ጡንቻ_ማባከን,በጉሮሮ ውስጥ_ጥፍሮች,ከጋብቻ ውጪ ያሉ እውቂያዎች,
2114,AIDS,ጡንቻ_ማባከን,በጉሮሮ ውስጥ_ጥፍሮች,ከፍተኛ_ትኩሳት,
2115,AIDS,ጡንቻ_ማባከን,በጉሮሮ ውስጥ_ጥፍሮች,ከፍተኛ_ትኩሳት,ከጋብቻ ውጪ ያሉ እውቂያዎች
2116,AIDS,ጡንቻ_ማባከን,በጉሮሮ ውስጥ_ጥፍሮች,ከፍተኛ_ትኩሳት,ከጋብቻ ውጪ ያሉ እውቂያዎች
2117,AIDS,በጉሮሮ ውስጥ_ጥፍሮች,ከፍተኛ_ትኩሳት,ከጋብቻ ውጪ ያሉ እውቂያዎች,
2118,AIDS,ጡንቻ_ማባከን,ከፍተኛ_ትኩሳት,ከጋብቻ ውጪ ያሉ እውቂያዎች,
2119,AIDS,ጡንቻ_ማባከን,በጉሮሮ ውስጥ_ጥፍሮች,ከፍተኛ_ትኩሳት,
2120,የስኳር በሽታ,ድካም,ክብደት_መቀነስ,እረፍት ማጣት,ግድየለሽነት
2121,የስኳር በሽታ,ድካም,ክብደት_መቀነስ,እረፍት ማጣት,ግድየለሽነት
2122,የስኳር በሽታ,ክብደት_መቀነስ,እረፍት ማጣት,ግድየለሽነት,መደበኛ ያልሆነ_የስኳር_ደረጃ
2123,የስኳር በሽታ,ድካም,እረፍት ማጣት,ግድየለሽነት,መደበኛ ያልሆነ_የስኳር_ደረጃ
2124,የስኳር በሽታ,ድካም,ክብደት_መቀነስ,ግድየለሽነት,መደበኛ ያልሆነ_የስኳር_ደረጃ
2125,የስኳር በሽታ,ድካም,ክብደት_መቀነስ,እረፍት ማጣት,መደበኛ ያልሆነ_የስኳር_ደረጃ
2126,የስኳር በሽታ,ድካም,ክብደት_መቀነስ,እረፍት ማጣት,ግድየለሽነት
2127,የስኳር በሽታ,ድካም,ክብደት_መቀነስ,እረፍት ማጣት,ግድየለሽነት
2128,የስኳር በሽታ,ድካም,ክብደት_መቀነስ,እረፍት ማጣት,ግድየለሽነት
2129,የስኳር በሽታ,ድካም,ክብደት_መቀነስ,እረፍት ማጣት,ግድየለሽነት
2130,የጨጓራ እጢ (gastroenteritis).,ማስታወክ,የደነቆረ_አይኖች,ድርቀት,ተቅማጥ
2131,የጨጓራ እጢ (gastroenteritis).,ማስታወክ,የደነቆረ_አይኖች,ድርቀት,ተቅማጥ
2132,የጨጓራ እጢ (gastroenteritis).,የደነቆረ_አይኖች,ድርቀት,ተቅማጥ,
2133,የጨጓራ እጢ (gastroenteritis).,ማስታወክ,ድርቀት,ተቅማጥ,
2134,የጨጓራ እጢ (gastroenteritis).,ማስታወክ,የደነቆረ_አይኖች,ተቅማጥ,
2135,የጨጓራ እጢ (gastroenteritis).,ማስታወክ,የደነቆረ_አይኖች,ድርቀት,
2136,የጨጓራ እጢ (gastroenteritis).,ማስታወክ,የደነቆረ_አይኖች,ድርቀት,ተቅማጥ
2137,የጨጓራ እጢ (gastroenteritis).,የደነቆረ_አይኖች,ድርቀት,ተቅማጥ,
2138,የጨጓራ እጢ (gastroenteritis).,ማስታወክ,ድርቀት,ተቅማጥ,
2139,የጨጓራ እጢ (gastroenteritis).,ማስታወክ,የደነቆረ_አይኖች,ተቅማጥ,
2140,ብሮንካይያል አስም,ድካም,ሳል,ከፍተኛ_ትኩሳት,ትንፋሽ ማጣት
2141,ብሮንካይያል አስም,ሳል,ከፍተኛ_ትኩሳት,ትንፋሽ ማጣት,የቤተሰብ_ታሪክ
2142,ብሮንካይያል አስም,ድካም,ከፍተኛ_ትኩሳት,ትንፋሽ ማጣት,የቤተሰብ_ታሪክ
2143,ብሮንካይያል አስም,ድካም,ሳል,ትንፋሽ ማጣት,የቤተሰብ_ታሪክ
2144,ብሮንካይያል አስም,ድካም,ሳል,ከፍተኛ_ትኩሳት,የቤተሰብ_ታሪክ
2145,ብሮንካይያል አስም,ድካም,ሳል,ከፍተኛ_ትኩሳት,ትንፋሽ ማጣት
2146,ብሮንካይያል አስም,ድካም,ሳል,ከፍተኛ_ትኩሳት,ትንፋሽ ማጣት
2147,ብሮንካይያል አስም,ድካም,ሳል,ከፍተኛ_ትኩሳት,ትንፋሽ ማጣት
2148,ብሮንካይያል አስም,ሳል,ከፍተኛ_ትኩሳት,ትንፋሽ ማጣት,የቤተሰብ_ታሪክ
2149,ብሮንካይያል አስም,ድካም,ከፍተኛ_ትኩሳት,ትንፋሽ ማጣት,የቤተሰብ_ታሪክ
2150,የደም ግፊት,ራስ ምታት,የደረት_ህመም,መፍዘዝ,ሚዛን_ማጣት
2151,የደም ግፊት,የደረት_ህመም,መፍዘዝ,ሚዛን_ማጣት,የማተኮር_ማጣት
2152,የደም ግፊት,ራስ ምታት,መፍዘዝ,ሚዛን_ማጣት,የማተኮር_ማጣት
2153,የደም ግፊት,ራስ ምታት,የደረት_ህመም,ሚዛን_ማጣት,የማተኮር_ማጣት
2154,የደም ግፊት,ራስ ምታት,የደረት_ህመም,መፍዘዝ,የማተኮር_ማጣት
2155,የደም ግፊት,ራስ ምታት,የደረት_ህመም,መፍዘዝ,ሚዛን_ማጣት
2156,የደም ግፊት,ራስ ምታት,የደረት_ህመም,መፍዘዝ,ሚዛን_ማጣት
2157,የደም ግፊት,የደረት_ህመም,መፍዘዝ,ሚዛን_ማጣት,የማተኮር_ማጣት
2158,የደም ግፊት,ራስ ምታት,መፍዘዝ,ሚዛን_ማጣት,የማተኮር_ማጣት
2159,የደም ግፊት,ራስ ምታት,የደረት_ህመም,ሚዛን_ማጣት,የማተኮር_ማጣት
2160,ማይግሬን,አሲድነት,የምግብ አለመፈጨት ችግር,ራስ ምታት,የደበዘዘ_እና_የተዛባ_ዕይታ
2161,ማይግሬን,የምግብ አለመፈጨት ችግር,ራስ ምታት,የደበዘዘ_እና_የተዛባ_ዕይታ,ከመጠን በላይ_ረሃብ
2162,ማይግሬን,አሲድነት,ራስ ምታት,የደበዘዘ_እና_የተዛባ_ዕይታ,ከመጠን በላይ_ረሃብ
2163,ማይግሬን,አሲድነት,የምግብ አለመፈጨት ችግር,የደበዘዘ_እና_የተዛባ_ዕይታ,ከመጠን በላይ_ረሃብ
2164,ማይግሬን,አሲድነት,የምግብ አለመፈጨት ችግር,ራስ ምታት,ከመጠን በላይ_ረሃብ
2165,ማይግሬን,አሲድነት,የምግብ አለመፈጨት ችግር,ራስ ምታት,የደበዘዘ_እና_የተዛባ_ዕይታ
2166,ማይግሬን,አሲድነት,የምግብ አለመፈጨት ችግር,ራስ ምታት,የደበዘዘ_እና_የተዛባ_ዕይታ
2167,ማይግሬን,አሲድነት,የምግብ አለመፈጨት ችግር,ራስ ምታት,የደበዘዘ_እና_የተዛባ_ዕይታ
2168,ማይግሬን,አሲድነት,የምግብ አለመፈጨት ችግር,ራስ ምታት,የደበዘዘ_እና_የተዛባ_ዕይታ
2169,ማይግሬን,አሲድነት,የምግብ አለመፈጨት ችግር,ራስ ምታት,የደበዘዘ_እና_የተዛባ_ዕይታ
2170,የማኅጸን ጫፍ ስፖንዶሎሲስ,የጀርባ_ህመም,በእግሮች ውስጥ_ደካማነት,የአንገት_ህመም,መፍዘዝ
2171,የማኅጸን ጫፍ ስፖንዶሎሲስ,የጀርባ_ህመም,በእግሮች ውስጥ_ደካማነት,የአንገት_ህመም,መፍዘዝ
2172,የማኅጸን ጫፍ ስፖንዶሎሲስ,በእግሮች ውስጥ_ደካማነት,የአንገት_ህመም,መፍዘዝ,ሚዛን_ማጣት
2173,የማኅጸን ጫፍ ስፖንዶሎሲስ,የጀርባ_ህመም,የአንገት_ህመም,መፍዘዝ,ሚዛን_ማጣት
2174,የማኅጸን ጫፍ ስፖንዶሎሲስ,የጀርባ_ህመም,በእግሮች ውስጥ_ደካማነት,መፍዘዝ,ሚዛን_ማጣት
2175,የማኅጸን ጫፍ ስፖንዶሎሲስ,የጀርባ_ህመም,በእግሮች ውስጥ_ደካማነት,የአንገት_ህመም,ሚዛን_ማጣት
2176,የማኅጸን ጫፍ ስፖንዶሎሲስ,የጀርባ_ህመም,በእግሮች ውስጥ_ደካማነት,የአንገት_ህመም,መፍዘዝ
2177,የማኅጸን ጫፍ ስፖንዶሎሲስ,የጀርባ_ህመም,በእግሮች ውስጥ_ደካማነት,የአንገት_ህመም,መፍዘዝ
2178,የማኅጸን ጫፍ ስፖንዶሎሲስ,በእግሮች ውስጥ_ደካማነት,የአንገት_ህመም,መፍዘዝ,ሚዛን_ማጣት
2179,የማኅጸን ጫፍ ስፖንዶሎሲስ,የጀርባ_ህመም,የአንገት_ህመም,መፍዘዝ,ሚዛን_ማጣት
2180,ሽባ (የአንጎል ደም መፍሰስ),ማስታወክ,ራስ ምታት,የአንድ_አካል_ጎን_ደካማነት,ተቀይሯል_sensorium
2181,ሽባ (የአንጎል ደም መፍሰስ),ማስታወክ,ራስ ምታት,የአንድ_አካል_ጎን_ደካማነት,ተቀይሯል_sensorium
2182,ሽባ (የአንጎል ደም መፍሰስ),ራስ ምታት,የአንድ_አካል_ጎን_ደካማነት,ተቀይሯል_sensorium,
2183,ሽባ (የአንጎል ደም መፍሰስ),ማስታወክ,የአንድ_አካል_ጎን_ደካማነት,ተቀይሯል_sensorium,
2184,ሽባ (የአንጎል ደም መፍሰስ),ማስታወክ,ራስ ምታት,ተቀይሯል_sensorium,
2185,ሽባ (የአንጎል ደም መፍሰስ),ማስታወክ,ራስ ምታት,የአንድ_አካል_ጎን_ደካማነት,
2186,ሽባ (የአንጎል ደም መፍሰስ),ማስታወክ,ራስ ምታት,የአንድ_አካል_ጎን_ደካማነት,ተቀይሯል_sensorium
2187,ሽባ (የአንጎል ደም መፍሰስ),ራስ ምታት,የአንድ_አካል_ጎን_ደካማነት,ተቀይሯል_sensorium,
2188,ሽባ (የአንጎል ደም መፍሰስ),ማስታወክ,የአንድ_አካል_ጎን_ደካማነት,ተቀይሯል_sensorium,
2189,ሽባ (የአንጎል ደም መፍሰስ),ማስታወክ,ራስ ምታት,ተቀይሯል_sensorium,
2190,አገርጥቶትና,እከክ,ማስታወክ,ድካም,ክብደት_መቀነስ
2191,አገርጥቶትና,እከክ,ማስታወክ,ድካም,ክብደት_መቀነስ
2192,አገርጥቶትና,ማስታወክ,ድካም,ክብደት_መቀነስ,ከፍተኛ_ትኩሳት
2193,አገርጥቶትና,እከክ,ድካም,ክብደት_መቀነስ,ከፍተኛ_ትኩሳት
2194,አገርጥቶትና,እከክ,ማስታወክ,ክብደት_መቀነስ,ከፍተኛ_ትኩሳት
2195,አገርጥቶትና,እከክ,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት
2196,አገርጥቶትና,እከክ,ማስታወክ,ድካም,ክብደት_መቀነስ
2197,አገርጥቶትና,እከክ,ማስታወክ,ድካም,ክብደት_መቀነስ
2198,አገርጥቶትና,እከክ,ማስታወክ,ድካም,ክብደት_መቀነስ
2199,አገርጥቶትና,እከክ,ማስታወክ,ድካም,ክብደት_መቀነስ
2200,ወባ,ብርድ ብርድ ማለት,ማስታወክ,ከፍተኛ_ትኩሳት,ማላብ
2201,ወባ,ብርድ ብርድ ማለት,ማስታወክ,ከፍተኛ_ትኩሳት,ማላብ
2202,ወባ,ብርድ ብርድ ማለት,ማስታወክ,ከፍተኛ_ትኩሳት,ማላብ
2203,ወባ,ማስታወክ,ከፍተኛ_ትኩሳት,ማላብ,ራስ ምታት
2204,ወባ,ብርድ ብርድ ማለት,ከፍተኛ_ትኩሳት,ማላብ,ራስ ምታት
2205,ወባ,ብርድ ብርድ ማለት,ማስታወክ,ማላብ,ራስ ምታት
2206,ወባ,ብርድ ብርድ ማለት,ማስታወክ,ከፍተኛ_ትኩሳት,ራስ ምታት
2207,ወባ,ብርድ ብርድ ማለት,ማስታወክ,ከፍተኛ_ትኩሳት,ማላብ
2208,ወባ,ብርድ ብርድ ማለት,ማስታወክ,ከፍተኛ_ትኩሳት,ማላብ
2209,ወባ,ብርድ ብርድ ማለት,ማስታወክ,ከፍተኛ_ትኩሳት,ማላብ
2210,የዶሮ ፐክስ,እከክ,የቆዳ_ሽፍታ,ድካም,ግድየለሽነት
2211,የዶሮ ፐክስ,የቆዳ_ሽፍታ,ድካም,ግድየለሽነት,ከፍተኛ_ትኩሳት
2212,የዶሮ ፐክስ,እከክ,ድካም,ግድየለሽነት,ከፍተኛ_ትኩሳት
2213,የዶሮ ፐክስ,እከክ,የቆዳ_ሽፍታ,ግድየለሽነት,ከፍተኛ_ትኩሳት
2214,የዶሮ ፐክስ,እከክ,የቆዳ_ሽፍታ,ድካም,ከፍተኛ_ትኩሳት
